ip,app,device,os,channel,app*device,app*os,time_diff,ip_freq,app_freq,device_freq,os_freq,channel_freq,is_attributed
8230,11,1,14,319,11,154,0.027280093,0.000263574,0.011860833,0.805218766,0.012124407,0.003426463,1
993,15,1,19,315,15,285,0.028032407,0.000263574,0.063257775,0.805218766,0.208750659,0.002372167,0
31393,35,1,19,274,35,665,0.017546296,0.000263574,0.078281497,0.805218766,0.208750659,0.038745387,1
190239,9,1,19,334,9,171,0.022685185,0.000263574,0.085134423,0.805218766,0.208750659,0.00131787,1
92766,9,1,17,234,9,153,0.017939815,0.00131787,0.085134423,0.805218766,0.044544017,0.006325778,0
202763,29,1,19,213,29,551,0.014328704,0.000263574,0.042435424,0.805218766,0.208750659,0.144175013,1
209663,12,1,8,124,12,96,0.025787037,0.000790722,0.086188719,0.805218766,0.023458092,0.001845018,0
74834,2,1,14,258,2,28,0.0228125,0.000527148,0.069583553,0.805218766,0.012124407,0.0071165,0
24793,19,18,0,282,342,0,0.028900463,0.000527148,0.133632051,0.001845018,0.035846073,0.008697944,1
79808,64,2,13,459,128,832,0.020162037,0.000263574,0.010542963,0.030311017,0.191881919,0.014496574,0
37774,3,1,13,173,3,39,0.028946759,0.000790722,0.087770163,0.805218766,0.191881919,0.003690037,1
153407,3,1,13,280,3,39,0.013900463,0.000263574,0.087770163,0.805218766,0.191881919,0.031365314,1
114816,1,1,25,134,1,25,0.013738426,0.000263574,0.01818661,0.805218766,0.02398524,0.052714813,0
122627,14,1,13,480,14,182,0.020324074,0.000263574,0.023458092,0.805218766,0.191881919,0.005798629,0
100971,3,1,19,280,3,57,0.026296296,0.000527148,0.087770163,0.805218766,0.208750659,0.031365314,1
137944,19,0,21,213,0,399,0.019525463,0.000263574,0.133632051,0.104902478,0.027938851,0.144175013,1
157738,19,0,0,213,0,0,0.018587963,0.000263574,0.133632051,0.104902478,0.035846073,0.144175013,1
58346,15,1,13,315,15,195,0.022337963,0.000263574,0.063257775,0.805218766,0.191881919,0.002372167,0
179541,12,1,17,178,12,204,0.028449074,0.000263574,0.086188719,0.805218766,0.044544017,0.03110174,0
104889,10,1,13,317,10,130,0.020798611,0.000263574,0.00975224,0.805218766,0.191881919,0.001054296,1
144498,12,1,13,265,12,156,0.023101852,0.000263574,0.086188719,0.805218766,0.191881919,0.011597259,0
124470,1,1,32,153,1,32,0.014884259,0.000263574,0.01818661,0.805218766,0.004217185,0.012387981,0
42773,12,1,8,245,12,96,0.022395833,0.000263574,0.086188719,0.805218766,0.023458092,0.051396943,0
8438,2,1,17,237,2,34,0.019965278,0.000263574,0.069583553,0.805218766,0.044544017,0.004744333,0
6721,3,1,6,280,3,18,0.021956019,0.000263574,0.087770163,0.805218766,0.025566684,0.031365314,0
77621,64,1,16,459,64,1024,0.018576389,0.000263574,0.010542963,0.805218766,0.013969425,0.014496574,0
119303,3,1,13,466,3,39,0.016331019,0.000263574,0.087770163,0.805218766,0.191881919,0.002108593,0
66973,35,1,17,274,35,595,0.020127315,0.000263574,0.078281497,0.805218766,0.044544017,0.038745387,1
108881,9,1,41,134,9,369,0.01349537,0.001054296,0.085134423,0.805218766,0.012124407,0.052714813,0
136161,105,1,19,451,105,1995,0.014375,0.000263574,0.000790722,0.805218766,0.208750659,0.000790722,1
128249,24,1,64,105,24,1536,0.015821759,0.000263574,0.012651555,0.805218766,0.000263574,0.012387981,0
83306,9,1,13,134,9,117,0.017534722,0.000263574,0.085134423,0.805218766,0.191881919,0.052714813,0
30314,8,1,19,140,8,152,0.013229167,0.000263574,0.042435424,0.805218766,0.208750659,0.013178703,1
201182,19,0,50,347,0,950,0.016840278,0.001845018,0.133632051,0.104902478,0.004217185,0.022140221,1
124202,9,2,79,234,18,711,0.013935185,0.000527148,0.085134423,0.030311017,0.000527148,0.006325778,0
199017,3,1,40,205,3,120,0.017696759,0.000263574,0.087770163,0.805218766,0.006325778,0.013969425,1
4019,20,1,13,259,20,260,0.013831019,0.000790722,0.016605166,0.805218766,0.191881919,0.035055351,0
112174,14,1,18,401,14,252,0.013726852,0.000263574,0.023458092,0.805218766,0.033210332,0.002899315,0
152714,15,2,13,245,30,195,0.014618056,0.000263574,0.063257775,0.030311017,0.191881919,0.051396943,0
93416,265,88,24,101,23320,6360,0.019583333,0.000527148,0.003690037,0.002108593,0.055350554,0.036636795,0
55891,35,1,8,21,35,280,0.0271875,0.000263574,0.078281497,0.805218766,0.023458092,0.042962572,1
178180,84,37,24,101,3108,2016,0.024618056,0.000263574,0.005007907,0.00131787,0.055350554,0.036636795,1
59527,9,1,37,442,9,333,0.014016204,0.000263574,0.085134423,0.805218766,0.009225092,0.012915129,0
73766,19,51,29,213,969,551,0.027453704,0.000263574,0.133632051,0.000263574,0.019768055,0.144175013,1
47980,15,1,53,245,15,795,0.026319444,0.000527148,0.063257775,0.805218766,0.005271481,0.051396943,0
61909,35,1,19,274,35,665,0.020844907,0.000263574,0.078281497,0.805218766,0.208750659,0.038745387,1
5185,27,1,19,153,27,513,0.025300926,0.000263574,0.002635741,0.805218766,0.208750659,0.012387981,0
81518,35,1,13,274,35,455,0.027094907,0.000263574,0.078281497,0.805218766,0.191881919,0.038745387,1
38168,23,1,19,153,23,437,0.01462963,0.000527148,0.006589352,0.805218766,0.208750659,0.012387981,0
109413,20,1,13,259,20,260,0.027002315,0.000263574,0.016605166,0.805218766,0.191881919,0.035055351,0
111215,3,1,18,137,3,54,0.023784722,0.000263574,0.087770163,0.805218766,0.033210332,0.006852926,1
63862,8,1,13,145,8,104,0.014108796,0.000263574,0.042435424,0.805218766,0.191881919,0.038745387,0
211241,5,1,6,113,5,30,0.019895833,0.000263574,0.003162889,0.805218766,0.025566684,0.008697944,1
177273,19,0,21,213,0,399,0.015173611,0.000263574,0.133632051,0.104902478,0.027938851,0.144175013,1
146001,9,1,9,215,9,81,0.01869213,0.000527148,0.085134423,0.805218766,0.019504481,0.016078018,0
153540,2,1,19,213,2,38,0.013240741,0.000263574,0.069583553,0.805218766,0.208750659,0.144175013,1
144471,24,1,70,105,24,1680,0.022997685,0.000263574,0.012651555,0.805218766,0.000263574,0.012387981,0
2842,18,1,13,107,18,234,0.017465278,0.000263574,0.043226147,0.805218766,0.191881919,0.015814444,0
114220,9,1,13,466,9,117,0.027986111,0.001054296,0.085134423,0.805218766,0.191881919,0.002108593,0
8179,12,1,22,178,12,264,0.013530093,0.000263574,0.086188719,0.805218766,0.043489721,0.03110174,0
161175,19,0,21,213,0,399,0.016168981,0.000263574,0.133632051,0.104902478,0.027938851,0.144175013,1
151232,19,82,24,213,1558,456,0.024849537,0.000263574,0.133632051,0.000527148,0.055350554,0.144175013,1
32906,8,1,13,145,8,104,0.016331019,0.000263574,0.042435424,0.805218766,0.191881919,0.038745387,1
72164,18,1,25,121,18,450,0.021018519,0.000263574,0.043226147,0.805218766,0.02398524,0.021085925,0
201695,34,1,19,243,34,646,0.020243056,0.000263574,0.003162889,0.805218766,0.208750659,0.008170796,1
54992,35,1,15,21,35,525,0.013645833,0.000263574,0.078281497,0.805218766,0.020822351,0.042962572,1
105560,8,1,20,145,8,160,0.013576389,0.002899315,0.042435424,0.805218766,0.019240907,0.038745387,0
11958,29,1,19,101,29,551,0.028784722,0.000263574,0.042435424,0.805218766,0.208750659,0.036636795,1
109734,20,1,17,478,20,340,0.020335648,0.000527148,0.016605166,0.805218766,0.044544017,0.003162889,0
196868,19,0,29,347,0,551,0.0159375,0.000263574,0.133632051,0.104902478,0.019768055,0.022140221,1
8876,8,1,18,145,8,144,0.014351852,0.000263574,0.042435424,0.805218766,0.033210332,0.038745387,1
119476,35,1,13,21,35,455,0.013958333,0.000263574,0.078281497,0.805218766,0.191881919,0.042962572,1
10118,2,1,9,258,2,18,0.016886574,0.000263574,0.069583553,0.805218766,0.019504481,0.0071165,0
157308,19,49,21,333,931,399,0.014791667,0.000263574,0.133632051,0.000263574,0.027938851,0.009488666,1
173328,19,0,24,213,0,456,0.018078704,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
38300,29,1,19,213,29,551,0.024722222,0.000527148,0.042435424,0.805218766,0.208750659,0.144175013,1
194966,8,1,13,145,8,104,0.016203704,0.000263574,0.042435424,0.805218766,0.191881919,0.038745387,0
89475,12,1,13,178,12,156,0.019456019,0.000527148,0.086188719,0.805218766,0.191881919,0.03110174,0
30614,15,1,19,245,15,285,0.021840278,0.000527148,0.063257775,0.805218766,0.208750659,0.051396943,0
178054,12,1,8,135,12,96,0.023159722,0.000263574,0.086188719,0.805218766,0.023458092,0.008170796,0
52660,12,1,28,178,12,336,0.019236111,0.000263574,0.086188719,0.805218766,0.006062203,0.03110174,0
206375,29,1,13,213,29,377,0.016469907,0.000263574,0.042435424,0.805218766,0.191881919,0.144175013,1
51957,12,1,13,178,12,156,0.017106481,0.000263574,0.086188719,0.805218766,0.191881919,0.03110174,0
182375,12,1,19,265,12,228,0.014791667,0.000263574,0.086188719,0.805218766,0.208750659,0.011597259,0
63614,9,1,13,215,9,117,0.015289352,0.000263574,0.085134423,0.805218766,0.191881919,0.016078018,0
76855,3,1,13,137,3,39,0.025810185,0.000263574,0.087770163,0.805218766,0.191881919,0.006852926,1
763,35,1,10,21,35,350,0.014097222,0.000263574,0.078281497,0.805218766,0.021349499,0.042962572,1
117365,19,0,21,213,0,399,0.01630787,0.000263574,0.133632051,0.104902478,0.027938851,0.144175013,1
141422,72,1,19,101,72,1368,0.013935185,0.000263574,0.011860833,0.805218766,0.208750659,0.036636795,1
189293,2,1,19,435,2,38,0.02662037,0.000263574,0.069583553,0.805218766,0.208750659,0.005798629,0
172483,19,50,0,213,950,0,0.025763889,0.000790722,0.133632051,0.001054296,0.035846073,0.144175013,1
132943,83,0,24,171,0,1992,0.018877315,0.000263574,0.000790722,0.104902478,0.055350554,0.003426463,1
197824,29,1,1,101,29,29,0.019861111,0.000263574,0.042435424,0.805218766,0.012124407,0.036636795,1
123955,18,1,20,134,18,360,0.028912037,0.000527148,0.043226147,0.805218766,0.019240907,0.052714813,1
105292,3,2,22,402,6,66,0.015590278,0.000263574,0.087770163,0.030311017,0.043489721,0.000790722,0
183421,18,1,18,107,18,324,0.021828704,0.000263574,0.043226147,0.805218766,0.033210332,0.015814444,0
113817,24,1,15,105,24,360,0.018946759,0.000263574,0.012651555,0.805218766,0.020822351,0.012387981,0
5729,2,1,19,237,2,38,0.021909722,0.00131787,0.069583553,0.805218766,0.208750659,0.004744333,0
11709,3,1,19,280,3,57,0.018252315,0.000263574,0.087770163,0.805218766,0.208750659,0.031365314,0
18493,9,1,8,445,9,72,0.025868056,0.000263574,0.085134423,0.805218766,0.023458092,0.000527148,0
166788,35,1,13,21,35,455,0.027384259,0.000263574,0.078281497,0.805218766,0.191881919,0.042962572,1
67441,60,1,19,21,60,1140,0.017523148,0.000263574,0.001581444,0.805218766,0.208750659,0.042962572,1
114276,15,1,27,245,15,405,0.014074074,0.000790722,0.063257775,0.805218766,0.0071165,0.051396943,0
158170,8,1,19,145,8,152,0.014236111,0.000263574,0.042435424,0.805218766,0.208750659,0.038745387,0
114220,14,1,13,379,14,182,0.026990741,0.001054296,0.023458092,0.805218766,0.191881919,0.007380074,0
42604,12,1,19,145,12,228,0.016064815,0.000263574,0.086188719,0.805218766,0.208750659,0.038745387,0
63993,15,1,19,245,15,285,0.016527778,0.000263574,0.063257775,0.805218766,0.208750659,0.051396943,0
38633,19,0,21,213,0,399,0.016180556,0.000527148,0.133632051,0.104902478,0.027938851,0.144175013,1
1337,19,0,24,213,0,456,0.021921296,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
190993,19,0,21,213,0,399,0.028148148,0.000263574,0.133632051,0.104902478,0.027938851,0.144175013,1
208669,20,1,19,478,20,380,0.015231481,0.000263574,0.016605166,0.805218766,0.208750659,0.003162889,1
186468,34,1,13,243,34,442,0.021215278,0.000263574,0.003162889,0.805218766,0.191881919,0.008170796,1
11642,9,1,15,258,9,135,0.013622685,0.000263574,0.085134423,0.805218766,0.020822351,0.0071165,0
178308,20,1,12,259,20,240,0.023055556,0.000263574,0.016605166,0.805218766,0.007643648,0.035055351,0
157529,3,1,19,280,3,57,0.013449074,0.000263574,0.087770163,0.805218766,0.208750659,0.031365314,0
119039,35,1,22,274,35,770,0.0134375,0.000263574,0.078281497,0.805218766,0.043489721,0.038745387,1
2564,64,1,40,459,64,2560,0.025763889,0.000263574,0.010542963,0.805218766,0.006325778,0.014496574,0
73065,64,1,16,459,64,1024,0.028611111,0.000527148,0.010542963,0.805218766,0.013969425,0.014496574,0
43959,14,1,15,379,14,210,0.019236111,0.000263574,0.023458092,0.805218766,0.020822351,0.007380074,0
168376,29,1,19,282,29,551,0.026354167,0.000263574,0.042435424,0.805218766,0.208750659,0.008697944,1
202343,10,1,17,113,10,170,0.015266204,0.000263574,0.00975224,0.805218766,0.044544017,0.008697944,1
75979,35,1,41,274,35,1435,0.018055556,0.000263574,0.078281497,0.805218766,0.012124407,0.038745387,1
97197,2,1,19,477,2,38,0.015393519,0.000263574,0.069583553,0.805218766,0.208750659,0.021085925,1
172827,35,1,25,274,35,875,0.013263889,0.000263574,0.078281497,0.805218766,0.02398524,0.038745387,1
56139,8,1,19,140,8,152,0.026134259,0.000263574,0.042435424,0.805218766,0.208750659,0.013178703,0
86277,19,0,29,213,0,551,0.01875,0.000263574,0.133632051,0.104902478,0.019768055,0.144175013,1
63761,12,1,19,178,12,228,0.022152778,0.000790722,0.086188719,0.805218766,0.208750659,0.03110174,0
169632,12,1,9,178,12,108,0.022615741,0.000263574,0.086188719,0.805218766,0.019504481,0.03110174,0
36183,14,1,19,123,14,266,0.018402778,0.00131787,0.023458092,0.805218766,0.208750659,0.004480759,0
152719,19,0,38,210,0,722,0.02630787,0.000263574,0.133632051,0.104902478,0.010542963,0.004744333,1
6931,12,1,8,178,12,96,0.026435185,0.000263574,0.086188719,0.805218766,0.023458092,0.03110174,0
153144,19,6,29,213,114,551,0.018043981,0.000263574,0.133632051,0.002372167,0.019768055,0.144175013,1
5676,9,1,18,134,9,162,0.021666667,0.000527148,0.085134423,0.805218766,0.033210332,0.052714813,0
139566,15,1,19,130,15,285,0.016956019,0.000263574,0.063257775,0.805218766,0.208750659,0.003426463,1
90353,12,1,19,242,12,228,0.018541667,0.000263574,0.086188719,0.805218766,0.208750659,0.001581444,0
152201,3,1,22,280,3,66,0.026550926,0.000263574,0.087770163,0.805218766,0.043489721,0.031365314,0
135070,19,472,21,213,8968,399,0.023564815,0.000263574,0.133632051,0.000527148,0.027938851,0.144175013,1
182110,35,1,13,274,35,455,0.023101852,0.000263574,0.078281497,0.805218766,0.191881919,0.038745387,1
59076,19,0,0,213,0,0,0.021527778,0.000527148,0.133632051,0.104902478,0.035846073,0.144175013,1
39860,13,1,18,477,13,234,0.015011574,0.000263574,0.009488666,0.805218766,0.033210332,0.021085925,0
5462,12,1,13,178,12,156,0.027615741,0.000263574,0.086188719,0.805218766,0.191881919,0.03110174,0
35604,6,1,19,459,6,114,0.021956019,0.000263574,0.011333685,0.805218766,0.208750659,0.014496574,0
152525,19,0,0,213,0,0,0.021168981,0.000263574,0.133632051,0.104902478,0.035846073,0.144175013,1
193809,2,1,13,213,2,26,0.020092593,0.000263574,0.069583553,0.805218766,0.191881919,0.144175013,1
104512,12,1,8,245,12,96,0.015081019,0.000263574,0.086188719,0.805218766,0.023458092,0.051396943,0
63981,18,1,19,121,18,342,0.025625,0.000263574,0.043226147,0.805218766,0.208750659,0.021085925,1
55317,24,2,9,105,48,216,0.018194444,0.000263574,0.012651555,0.030311017,0.019504481,0.012387981,0
123912,35,1,13,21,35,455,0.019537037,0.000263574,0.078281497,0.805218766,0.191881919,0.042962572,1
44377,12,1,35,328,12,420,0.022962963,0.000527148,0.086188719,0.805218766,0.00975224,0.002635741,0
180579,35,1,19,274,35,665,0.016805556,0.000263574,0.078281497,0.805218766,0.208750659,0.038745387,1
67628,19,0,0,213,0,0,0.017025463,0.000263574,0.133632051,0.104902478,0.035846073,0.144175013,1
190521,19,88,24,213,1672,456,0.018865741,0.000263574,0.133632051,0.002108593,0.055350554,0.144175013,1
189062,19,0,0,213,0,0,0.021006944,0.000263574,0.133632051,0.104902478,0.035846073,0.144175013,1
10456,20,1,8,259,20,160,0.018865741,0.000527148,0.016605166,0.805218766,0.023458092,0.035055351,1
196179,19,0,29,213,0,551,0.021284722,0.000263574,0.133632051,0.104902478,0.019768055,0.144175013,1
192849,9,1,22,134,9,198,0.021493056,0.000263574,0.085134423,0.805218766,0.043489721,0.052714813,1
193061,15,1,13,140,15,195,0.024293981,0.000263574,0.063257775,0.805218766,0.191881919,0.013178703,0
81634,15,1,19,245,15,285,0.013900463,0.000263574,0.063257775,0.805218766,0.208750659,0.051396943,0
15769,9,1,17,215,9,153,0.0228125,0.000263574,0.085134423,0.805218766,0.044544017,0.016078018,0
91712,2,1,19,205,2,38,0.028773148,0.000527148,0.069583553,0.805218766,0.208750659,0.013969425,0
14240,35,1,19,274,35,665,0.018530093,0.000263574,0.078281497,0.805218766,0.208750659,0.038745387,1
160848,26,1,19,266,26,494,0.015069444,0.000263574,0.006325778,0.805218766,0.208750659,0.003162889,0
85329,29,1,18,343,29,522,0.021435185,0.000527148,0.042435424,0.805218766,0.033210332,0.007380074,1
15365,3,1,26,211,3,78,0.025219907,0.000263574,0.087770163,0.805218766,0.003690037,0.002372167,0
60454,9,1,19,232,9,171,0.022233796,0.000263574,0.085134423,0.805218766,0.208750659,0.004744333,1
65897,19,0,24,213,0,456,0.024409722,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
44050,8,1,13,145,8,104,0.017650463,0.000263574,0.042435424,0.805218766,0.191881919,0.038745387,1
206636,19,657,24,213,12483,456,0.015694444,0.000263574,0.133632051,0.000263574,0.055350554,0.144175013,1
118315,12,2,13,178,24,156,0.023981481,0.000527148,0.086188719,0.030311017,0.191881919,0.03110174,0
193867,19,0,29,347,0,551,0.02193287,0.000263574,0.133632051,0.104902478,0.019768055,0.022140221,1
142978,155,1,19,101,155,2945,0.024444444,0.000263574,0.001845018,0.805218766,0.208750659,0.036636795,1
100485,0,343,0,101,0,0,0.017523148,0.000263574,0.001581444,0.000790722,0.035846073,0.036636795,1
21601,36,1,17,110,36,612,0.015590278,0.000263574,0.004480759,0.805218766,0.044544017,0.006325778,1
36183,15,2,22,245,30,330,0.020925926,0.00131787,0.063257775,0.030311017,0.043489721,0.051396943,0
88118,21,1,27,128,21,567,0.020891204,0.000263574,0.015287296,0.805218766,0.0071165,0.017395888,0
139760,9,1,19,134,9,171,0.018414352,0.000263574,0.085134423,0.805218766,0.208750659,0.052714813,1
74957,19,0,0,333,0,0,0.018043981,0.000263574,0.133632051,0.104902478,0.035846073,0.009488666,1
58097,35,1,17,21,35,595,0.018287037,0.000263574,0.078281497,0.805218766,0.044544017,0.042962572,1
147345,29,1,19,213,29,551,0.028888889,0.000263574,0.042435424,0.805218766,0.208750659,0.144175013,1
188301,3,1,13,173,3,39,0.017210648,0.000263574,0.087770163,0.805218766,0.191881919,0.003690037,0
152515,19,21,24,213,399,456,0.016261574,0.000263574,0.133632051,0.001845018,0.055350554,0.144175013,1
84736,20,1,13,259,20,260,0.026550926,0.000263574,0.016605166,0.805218766,0.191881919,0.035055351,0
98272,2,1,25,477,2,50,0.016666667,0.000263574,0.069583553,0.805218766,0.02398524,0.021085925,0
109243,8,1,36,145,8,288,0.023101852,0.000527148,0.042435424,0.805218766,0.002372167,0.038745387,0
51568,15,1,8,245,15,120,0.026284722,0.000263574,0.063257775,0.805218766,0.023458092,0.051396943,0
45041,2,1,28,205,2,56,0.016712963,0.000263574,0.069583553,0.805218766,0.006062203,0.013969425,0
110854,35,1,13,274,35,455,0.022731481,0.000263574,0.078281497,0.805218766,0.191881919,0.038745387,1
76885,3,1,18,402,3,54,0.027418981,0.000263574,0.087770163,0.805218766,0.033210332,0.000790722,0
123979,8,1,19,145,8,152,0.018553241,0.000263574,0.042435424,0.805218766,0.208750659,0.038745387,0
38504,12,1,25,178,12,300,0.028634259,0.000263574,0.086188719,0.805218766,0.02398524,0.03110174,0
92307,9,1,13,134,9,117,0.018333333,0.000263574,0.085134423,0.805218766,0.191881919,0.052714813,0
115615,35,1,19,21,35,665,0.019155093,0.000263574,0.078281497,0.805218766,0.208750659,0.042962572,1
88024,3,1,13,280,3,39,0.028819444,0.000263574,0.087770163,0.805218766,0.191881919,0.031365314,0
83867,35,1,13,21,35,455,0.028414352,0.000263574,0.078281497,0.805218766,0.191881919,0.042962572,1
138290,64,1,22,459,64,1408,0.016388889,0.000263574,0.010542963,0.805218766,0.043489721,0.014496574,0
58918,14,1,6,463,14,84,0.013738426,0.000790722,0.023458092,0.805218766,0.025566684,0.002635741,0
76811,9,1,22,232,9,198,0.016875,0.000263574,0.085134423,0.805218766,0.043489721,0.004744333,1
193389,175,1,13,101,175,2275,0.021481481,0.000263574,0.000790722,0.805218766,0.191881919,0.036636795,1
198022,19,0,21,213,0,399,0.014502315,0.000263574,0.133632051,0.104902478,0.027938851,0.144175013,1
85577,25,1,15,259,25,375,0.018252315,0.000263574,0.009225092,0.805218766,0.020822351,0.035055351,0
125446,9,1,16,442,9,144,0.020127315,0.000527148,0.085134423,0.805218766,0.013969425,0.012915129,0
160959,15,1,19,245,15,285,0.023784722,0.000263574,0.063257775,0.805218766,0.208750659,0.051396943,0
134606,1,1,40,135,1,40,0.025844907,0.000527148,0.01818661,0.805218766,0.006325778,0.008170796,1
974,15,1,19,245,15,285,0.025798611,0.000527148,0.063257775,0.805218766,0.208750659,0.051396943,0
123495,27,1,6,153,27,162,0.026122685,0.000263574,0.002635741,0.805218766,0.025566684,0.012387981,0
34978,35,1,3,274,35,105,0.027465278,0.000263574,0.078281497,0.805218766,0.013705851,0.038745387,1
76453,3,1,30,442,3,90,0.025960648,0.000263574,0.087770163,0.805218766,0.003690037,0.012915129,0
19225,19,0,24,347,0,456,0.026759259,0.000790722,0.133632051,0.104902478,0.055350554,0.022140221,1
156610,35,1,19,274,35,665,0.025671296,0.000263574,0.078281497,0.805218766,0.208750659,0.038745387,1
90004,24,1,19,105,24,456,0.023240741,0.000263574,0.012651555,0.805218766,0.208750659,0.012387981,0
184988,19,0,29,213,0,551,0.01349537,0.000263574,0.133632051,0.104902478,0.019768055,0.144175013,1
4442,9,1,19,442,9,171,0.013657407,0.000263574,0.085134423,0.805218766,0.208750659,0.012915129,0
183940,15,1,19,412,15,285,0.020023148,0.000527148,0.063257775,0.805218766,0.208750659,0.001054296,0
3994,15,1,19,379,15,285,0.022337963,0.000527148,0.063257775,0.805218766,0.208750659,0.007380074,0
42726,12,1,17,265,12,204,0.015347222,0.000263574,0.086188719,0.805218766,0.044544017,0.011597259,0
181171,3,1,13,115,3,39,0.018078704,0.000790722,0.087770163,0.805218766,0.191881919,0.007380074,0
121014,19,0,29,213,0,551,0.025081019,0.000527148,0.133632051,0.104902478,0.019768055,0.144175013,1
69661,15,1,13,245,15,195,0.016261574,0.000263574,0.063257775,0.805218766,0.191881919,0.051396943,0
4626,9,1,13,215,9,117,0.016747685,0.000263574,0.085134423,0.805218766,0.191881919,0.016078018,0
180231,16,1,20,268,16,320,0.026446759,0.000263574,0.002372167,0.805218766,0.019240907,0.002635741,1
121014,24,2,9,105,48,216,0.022118056,0.000527148,0.012651555,0.030311017,0.019504481,0.012387981,0
40459,18,1,13,121,18,234,0.015081019,0.000527148,0.043226147,0.805218766,0.191881919,0.021085925,0
104809,35,1,18,21,35,630,0.018981481,0.000263574,0.078281497,0.805218766,0.033210332,0.042962572,1
37135,15,1,35,3,15,525,0.022430556,0.000790722,0.063257775,0.805218766,0.00975224,0.003953611,0
196503,9,1,6,442,9,54,0.015648148,0.000263574,0.085134423,0.805218766,0.025566684,0.012915129,0
49410,9,1,19,215,9,171,0.014930556,0.000263574,0.085134423,0.805218766,0.208750659,0.016078018,0
141224,19,0,0,213,0,0,0.026377315,0.000263574,0.133632051,0.104902478,0.035846073,0.144175013,1
208484,12,1,1,328,12,12,0.017071759,0.000263574,0.086188719,0.805218766,0.012124407,0.002635741,1
24896,24,1,6,105,24,144,0.018275463,0.000263574,0.012651555,0.805218766,0.025566684,0.012387981,1
139765,24,1,13,178,24,312,0.013587963,0.000263574,0.012651555,0.805218766,0.191881919,0.03110174,0
105569,2,1,23,205,2,46,0.018414352,0.000790722,0.069583553,0.805218766,0.004744333,0.013969425,0
186227,29,1,19,101,29,551,0.020219907,0.000263574,0.042435424,0.805218766,0.208750659,0.036636795,1
119357,8,1,19,145,8,152,0.013819444,0.000263574,0.042435424,0.805218766,0.208750659,0.038745387,1
80357,3,1,10,19,3,30,0.026412037,0.000263574,0.087770163,0.805218766,0.021349499,0.002372167,0
125288,12,1,19,178,12,228,0.016759259,0.000263574,0.086188719,0.805218766,0.208750659,0.03110174,0
76979,35,1,19,274,35,665,0.026678241,0.000263574,0.078281497,0.805218766,0.208750659,0.038745387,1
58453,3,1,32,110,3,96,0.022974537,0.000263574,0.087770163,0.805218766,0.004217185,0.006325778,0
170321,12,1,13,178,12,156,0.025115741,0.000263574,0.086188719,0.805218766,0.191881919,0.03110174,0
149699,19,0,50,347,0,950,0.026157407,0.000263574,0.133632051,0.104902478,0.004217185,0.022140221,1
155611,19,0,59,333,0,1121,0.018958333,0.000263574,0.133632051,0.104902478,0.000790722,0.009488666,1
149737,19,381,21,333,7239,399,0.018518519,0.000263574,0.133632051,0.001054296,0.027938851,0.009488666,1
40459,12,1,13,245,12,156,0.028958333,0.000527148,0.086188719,0.805218766,0.191881919,0.051396943,0
51672,35,1,9,21,35,315,0.022997685,0.000263574,0.078281497,0.805218766,0.019504481,0.042962572,1
108881,2,1,19,219,2,38,0.015902778,0.001054296,0.069583553,0.805218766,0.208750659,0.006852926,0
47455,9,1,19,134,9,171,0.018645833,0.000527148,0.085134423,0.805218766,0.208750659,0.052714813,0
41142,12,2,19,265,24,228,0.027071759,0.000263574,0.086188719,0.030311017,0.208750659,0.011597259,0
79857,9,1,17,244,9,153,0.022002315,0.000790722,0.085134423,0.805218766,0.044544017,0.005798629,1
42164,15,1,35,245,15,525,0.022685185,0.000263574,0.063257775,0.805218766,0.00975224,0.051396943,0
81408,3,1,8,280,3,24,0.018831019,0.000263574,0.087770163,0.805218766,0.023458092,0.031365314,1
124041,19,0,21,213,0,399,0.02744213,0.000263574,0.133632051,0.104902478,0.027938851,0.144175013,1
83340,2,1,19,477,2,38,0.01630787,0.000263574,0.069583553,0.805218766,0.208750659,0.021085925,0
191972,35,1,17,274,35,595,0.022696759,0.000263574,0.078281497,0.805218766,0.044544017,0.038745387,1
157082,3,1,53,130,3,159,0.027349537,0.000263574,0.087770163,0.805218766,0.005271481,0.003426463,0
210759,39,1,17,101,39,663,0.016712963,0.000263574,0.002108593,0.805218766,0.044544017,0.036636795,1
137959,12,1,19,178,12,228,0.026145833,0.000263574,0.086188719,0.805218766,0.208750659,0.03110174,0
3964,1,1,30,153,1,30,0.015555556,0.001054296,0.01818661,0.805218766,0.003690037,0.012387981,0
209843,37,1,10,213,37,370,0.025486111,0.000263574,0.002108593,0.805218766,0.021349499,0.144175013,1
191944,11,1,19,469,11,209,0.025474537,0.000263574,0.011860833,0.805218766,0.208750659,0.007907222,1
210588,23,1,19,153,23,437,0.026851852,0.000263574,0.006589352,0.805218766,0.208750659,0.012387981,0
91066,8,1,8,145,8,64,0.014618056,0.000527148,0.042435424,0.805218766,0.023458092,0.038745387,0
164216,8,1,19,145,8,152,0.015185185,0.000263574,0.042435424,0.805218766,0.208750659,0.038745387,1
110090,35,1,17,274,35,595,0.015578704,0.000263574,0.078281497,0.805218766,0.044544017,0.038745387,1
