,0,1,2,3,4,5
28436,66.0,1.0,13.0,101.0,2.51,1.0
28437,64.0,1.0,23.0,459.0,0.58,0.0
28438,29.0,1.0,19.0,213.0,0.77,1.0
28439,35.0,1.0,19.0,274.0,0.32,1.0
28440,35.0,1.0,19.0,21.0,1.52,1.0
28441,19.0,0.0,0.0,213.0,2.72,1.0
28442,2.0,1.0,13.0,205.0,1.41,0.0
28443,8.0,1.0,13.0,145.0,1.36,0.0
28444,21.0,1.0,13.0,128.0,0.61,0.0
28445,19.0,0.0,59.0,213.0,2.95,1.0
28446,2.0,1.0,37.0,435.0,0.34,0.0
28447,19.0,657.0,24.0,213.0,1.57,1.0
28448,2.0,1.0,13.0,205.0,1.74,0.0
28449,11.0,1.0,19.0,469.0,1.51,0.0
28450,3.0,1.0,19.0,211.0,1.59,0.0
28451,19.0,0.0,29.0,213.0,2.91,1.0
28452,12.0,1.0,18.0,178.0,1.85,0.0
28453,19.0,116.0,0.0,213.0,0.88,1.0
28454,32.0,1.0,19.0,376.0,0.75,0.0
28455,35.0,1.0,28.0,21.0,1.5,1.0
28456,15.0,1.0,19.0,379.0,0.68,0.0
28457,19.0,0.0,21.0,213.0,2.38,1.0
28458,19.0,0.0,29.0,213.0,0.89,1.0
28459,10.0,1.0,7.0,113.0,2.63,1.0
28460,18.0,1.0,19.0,134.0,2.48,0.0
28461,3.0,1.0,6.0,424.0,2.47,1.0
28462,50.0,0.0,38.0,213.0,0.37,1.0
28463,5.0,1.0,37.0,113.0,2.79,1.0
28464,15.0,1.0,19.0,245.0,1.95,0.0
28465,11.0,1.0,13.0,137.0,1.88,0.0
28466,11.0,1.0,19.0,319.0,0.36,0.0
28467,9.0,1.0,19.0,466.0,1.47,1.0
28468,115.0,1.0,15.0,203.0,2.96,1.0
28469,29.0,1.0,19.0,343.0,0.92,1.0
28470,18.0,3543.0,748.0,107.0,1.03,0.0
28471,55.0,1.0,13.0,101.0,1.53,0.0
28472,10.0,1.0,7.0,113.0,1.48,1.0
28473,24.0,1.0,19.0,105.0,0.07,0.0
28474,45.0,1.0,7.0,419.0,0.58,1.0
28475,72.0,1.0,19.0,101.0,2.55,1.0
28476,2.0,1.0,28.0,122.0,1.39,0.0
28477,19.0,0.0,24.0,347.0,2.51,1.0
28478,3.0,1.0,17.0,280.0,0.65,0.0
28479,15.0,1.0,10.0,386.0,0.48,0.0
28480,19.0,0.0,0.0,333.0,2.89,1.0
28481,19.0,154.0,50.0,213.0,1.56,1.0
28482,3.0,1.0,19.0,205.0,0.4,0.0
28483,15.0,2.0,13.0,140.0,0.77,0.0
28484,9.0,2.0,17.0,215.0,0.3,0.0
28485,35.0,1.0,19.0,274.0,2.76,1.0
28486,12.0,1.0,17.0,178.0,1.38,0.0
28487,5.0,1.0,6.0,113.0,0.71,1.0
28488,12.0,1.0,43.0,265.0,1.73,0.0
28489,10.0,1.0,32.0,113.0,2.61,1.0
28490,18.0,1.0,13.0,134.0,1.4,0.0
28491,3.0,1.0,20.0,417.0,0.74,0.0
28492,3.0,1.0,19.0,19.0,0.45,0.0
28493,35.0,1.0,10.0,274.0,1.61,1.0
28494,19.0,0.0,24.0,210.0,1.38,1.0
28495,14.0,1.0,20.0,442.0,2.85,0.0
28496,13.0,1.0,19.0,477.0,2.94,0.0
28497,12.0,1.0,3.0,424.0,1.85,0.0
28498,12.0,2.0,10.0,265.0,0.9,0.0
28499,19.0,0.0,29.0,213.0,0.33,1.0
28500,19.0,0.0,29.0,213.0,2.56,1.0
28501,5.0,1.0,37.0,113.0,1.81,1.0
28502,12.0,1.0,19.0,242.0,1.31,0.0
28503,9.0,1.0,13.0,258.0,1.08,0.0
28504,17.0,1.0,22.0,311.0,1.63,1.0
28505,13.0,1.0,19.0,400.0,0.99,0.0
28506,14.0,1.0,17.0,379.0,2.95,0.0
28507,5.0,1.0,47.0,113.0,0.59,1.0
28508,15.0,1.0,19.0,315.0,2.86,0.0
28509,19.0,2274.0,59.0,213.0,1.46,1.0
28510,35.0,1.0,19.0,21.0,1.46,1.0
28511,35.0,1.0,18.0,274.0,1.76,1.0
28512,83.0,0.0,24.0,171.0,0.72,1.0
28513,13.0,1.0,19.0,477.0,1.43,1.0
28514,1.0,1.0,17.0,452.0,0.53,0.0
28515,19.0,0.0,38.0,347.0,2.65,1.0
28516,23.0,1.0,13.0,153.0,2.52,0.0
28517,2.0,1.0,22.0,122.0,0.52,0.0
28518,35.0,1.0,15.0,21.0,2.86,1.0
28519,19.0,0.0,0.0,213.0,1.87,1.0
28520,35.0,1.0,19.0,21.0,1.59,1.0
28521,5.0,1.0,37.0,113.0,0.74,1.0
28522,2.0,2.0,41.0,364.0,1.8,0.0
28523,2.0,1.0,18.0,212.0,0.05,0.0
28524,2.0,1.0,13.0,212.0,0.35,0.0
28525,3.0,1.0,19.0,489.0,1.0,0.0
28526,10.0,1.0,37.0,113.0,2.77,1.0
28527,3.0,1.0,19.0,280.0,1.98,0.0
28528,45.0,1.0,20.0,5.0,2.62,1.0
28529,12.0,1.0,41.0,178.0,0.88,0.0
28530,35.0,1.0,12.0,274.0,1.88,1.0
28531,15.0,1.0,15.0,245.0,0.96,0.0
28532,18.0,1.0,17.0,134.0,0.87,0.0
28533,14.0,1.0,41.0,134.0,1.0,0.0
28534,19.0,0.0,21.0,213.0,2.96,1.0
28535,24.0,1.0,19.0,105.0,0.63,0.0
28536,19.0,0.0,21.0,213.0,0.61,1.0
28537,19.0,78.0,0.0,213.0,2.0,1.0
28538,35.0,1.0,25.0,21.0,0.44,1.0
28539,35.0,1.0,19.0,274.0,1.53,1.0
28540,3.0,1.0,10.0,280.0,1.9,0.0
28541,29.0,1.0,13.0,343.0,1.38,1.0
28542,37.0,1.0,25.0,213.0,0.43,1.0
28543,35.0,1.0,13.0,21.0,1.56,1.0
28544,18.0,1.0,9.0,107.0,2.47,0.0
28545,12.0,1.0,13.0,265.0,2.92,0.0
28546,9.0,1.0,19.0,442.0,0.6,0.0
28547,15.0,2.0,25.0,245.0,1.95,0.0
28548,72.0,1.0,18.0,101.0,2.02,1.0
28549,12.0,1.0,17.0,328.0,0.77,0.0
28550,29.0,1.0,19.0,213.0,1.66,1.0
28551,24.0,2.0,17.0,105.0,1.08,0.0
28552,29.0,1.0,13.0,213.0,0.88,1.0
28553,39.0,1.0,19.0,101.0,2.37,1.0
28554,35.0,1.0,22.0,21.0,0.38,1.0
28555,26.0,1.0,19.0,266.0,2.64,1.0
28556,35.0,1.0,19.0,21.0,2.51,1.0
28557,19.0,0.0,0.0,213.0,1.06,1.0
28558,18.0,1.0,13.0,107.0,2.63,0.0
28559,15.0,1.0,6.0,430.0,2.38,0.0
28560,19.0,0.0,29.0,213.0,0.34,1.0
28561,72.0,1.0,13.0,101.0,0.88,1.0
28562,35.0,1.0,25.0,274.0,0.72,1.0
28563,12.0,1.0,13.0,265.0,0.41,0.0
28564,19.0,0.0,38.0,213.0,2.93,1.0
28565,15.0,1.0,6.0,153.0,1.53,0.0
28566,18.0,1.0,13.0,121.0,1.96,0.0
28567,28.0,1.0,13.0,135.0,0.65,0.0
28568,2.0,1.0,18.0,219.0,1.13,0.0
28569,11.0,1.0,19.0,481.0,1.59,0.0
28570,45.0,1.0,23.0,5.0,2.63,1.0
28571,70.0,0.0,24.0,243.0,0.94,1.0
28572,12.0,1.0,37.0,265.0,0.62,0.0
28573,19.0,0.0,21.0,213.0,1.9,1.0
28574,35.0,1.0,10.0,21.0,0.43,1.0
28575,3.0,1.0,13.0,280.0,2.54,0.0
28576,29.0,1.0,6.0,213.0,2.38,1.0
28577,2.0,2.0,40.0,205.0,2.34,0.0
28578,35.0,1.0,15.0,21.0,0.1,1.0
28579,35.0,1.0,19.0,21.0,1.6,1.0
28580,12.0,1.0,17.0,178.0,1.48,0.0
28581,18.0,1.0,13.0,134.0,2.48,0.0
28582,2.0,1.0,25.0,237.0,1.69,0.0
28583,18.0,1.0,3.0,107.0,0.78,0.0
28584,14.0,2.0,9.0,341.0,1.73,0.0
28585,9.0,1.0,13.0,134.0,1.36,1.0
28586,2.0,1.0,17.0,477.0,2.66,0.0
28587,11.0,1.0,19.0,173.0,0.99,0.0
28588,3.0,1.0,20.0,19.0,2.45,0.0
28589,14.0,1.0,19.0,489.0,2.34,0.0
28590,10.0,1.0,37.0,113.0,2.9,1.0
28591,29.0,1.0,13.0,343.0,2.92,0.0
28592,72.0,1.0,22.0,101.0,0.56,1.0
28593,62.0,1.0,17.0,21.0,0.7,1.0
28594,2.0,1.0,40.0,469.0,2.55,1.0
28595,3.0,1.0,3.0,424.0,0.29,0.0
28596,29.0,1.0,13.0,213.0,0.82,1.0
28597,3.0,1.0,19.0,280.0,1.65,0.0
28598,3.0,1.0,17.0,280.0,1.88,0.0
28599,19.0,0.0,29.0,213.0,0.31,1.0
28600,35.0,1.0,9.0,274.0,1.53,1.0
28601,10.0,1.0,8.0,317.0,2.07,1.0
28602,19.0,0.0,29.0,347.0,1.84,1.0
28603,9.0,1.0,19.0,234.0,0.52,0.0
28604,66.0,1.0,13.0,101.0,1.8,1.0
28605,3.0,1.0,14.0,280.0,0.67,1.0
28606,29.0,1.0,13.0,343.0,1.46,1.0
28607,12.0,1.0,23.0,259.0,2.66,0.0
28608,9.0,1.0,25.0,466.0,1.53,1.0
28609,19.0,67.0,24.0,282.0,2.9,1.0
28610,12.0,1.0,13.0,205.0,1.74,0.0
28611,9.0,1.0,18.0,334.0,2.62,0.0
28612,14.0,1.0,19.0,379.0,2.57,0.0
28613,29.0,1.0,47.0,213.0,1.99,1.0
28614,7.0,1.0,10.0,101.0,0.79,0.0
28615,21.0,1.0,16.0,232.0,2.98,0.0
28616,183.0,3866.0,866.0,347.0,2.79,0.0
28617,6.0,1.0,13.0,125.0,0.55,0.0
28618,35.0,1.0,19.0,21.0,2.55,1.0
28619,96.0,0.0,21.0,213.0,1.57,1.0
28620,48.0,1.0,19.0,213.0,1.81,1.0
28621,8.0,1.0,13.0,145.0,2.67,0.0
28622,29.0,1.0,25.0,213.0,1.07,1.0
28623,45.0,1.0,27.0,419.0,0.34,1.0
28624,10.0,1.0,19.0,377.0,0.07,1.0
28625,19.0,0.0,24.0,210.0,2.73,1.0
28626,19.0,0.0,0.0,213.0,0.83,1.0
28627,19.0,0.0,29.0,213.0,1.55,1.0
28628,19.0,102.0,24.0,333.0,2.02,1.0
28629,10.0,1.0,47.0,113.0,0.58,1.0
28630,19.0,0.0,0.0,347.0,2.02,1.0
28631,8.0,1.0,20.0,145.0,0.68,0.0
28632,15.0,1.0,11.0,111.0,2.35,0.0
28633,35.0,1.0,22.0,274.0,0.34,1.0
28634,9.0,1.0,13.0,466.0,0.53,0.0
28635,19.0,0.0,21.0,213.0,2.96,1.0
28636,23.0,1.0,19.0,153.0,1.57,0.0
28637,19.0,0.0,0.0,213.0,2.25,1.0
28638,9.0,1.0,8.0,145.0,1.94,0.0
28639,72.0,1.0,11.0,101.0,0.92,1.0
28640,19.0,0.0,24.0,213.0,0.91,1.0
28641,18.0,1.0,20.0,376.0,0.12,0.0
28642,12.0,1.0,6.0,265.0,2.63,0.0
28643,35.0,1.0,19.0,274.0,2.08,1.0
28644,35.0,1.0,19.0,274.0,1.84,1.0
28645,151.0,0.0,0.0,347.0,2.88,0.0
28646,3.0,1.0,13.0,137.0,1.86,0.0
28647,24.0,1.0,14.0,105.0,0.82,0.0
28648,9.0,1.0,19.0,334.0,2.43,0.0
28649,3.0,1.0,49.0,280.0,2.61,0.0
28650,9.0,1.0,19.0,134.0,2.35,0.0
28651,2.0,1.0,37.0,477.0,2.95,0.0
28652,18.0,1.0,13.0,449.0,1.46,0.0
28653,3.0,1.0,19.0,137.0,2.78,0.0
28654,35.0,1.0,18.0,274.0,1.69,1.0
28655,35.0,1.0,19.0,21.0,0.36,1.0
28656,19.0,0.0,21.0,213.0,2.47,1.0
28657,35.0,1.0,18.0,21.0,1.54,1.0
28658,9.0,1.0,13.0,258.0,1.88,0.0
28659,35.0,1.0,10.0,21.0,1.9,1.0
28660,3.0,1.0,13.0,480.0,2.4,0.0
28661,2.0,1.0,19.0,452.0,1.58,0.0
28662,19.0,0.0,21.0,347.0,2.65,1.0
28663,19.0,6.0,29.0,213.0,1.75,1.0
28664,3.0,1.0,18.0,424.0,2.83,0.0
28665,79.0,1.0,37.0,213.0,1.98,1.0
28666,3.0,1.0,47.0,424.0,2.57,0.0
28667,265.0,0.0,0.0,101.0,0.07,1.0
28668,26.0,1.0,13.0,121.0,0.79,0.0
28669,12.0,1.0,8.0,245.0,1.38,0.0
28670,29.0,1.0,19.0,101.0,2.51,1.0
28671,9.0,2.0,42.0,134.0,0.44,0.0
28672,12.0,1.0,22.0,160.0,2.87,1.0
28673,9.0,1.0,19.0,466.0,1.42,0.0
28674,5.0,1.0,32.0,113.0,0.51,1.0
28675,12.0,1.0,6.0,265.0,0.4,0.0
28676,18.0,1.0,35.0,379.0,3.0,0.0
28677,3.0,1.0,19.0,130.0,1.27,0.0
28678,14.0,1.0,9.0,439.0,2.63,0.0
28679,20.0,1.0,19.0,259.0,2.41,1.0
28680,21.0,1.0,8.0,232.0,1.29,0.0
28681,3.0,1.0,13.0,424.0,0.86,0.0
28682,19.0,0.0,24.0,213.0,0.9,1.0
28683,2.0,1.0,17.0,122.0,2.42,0.0
28684,83.0,0.0,24.0,171.0,1.57,1.0
28685,2.0,1.0,22.0,477.0,1.79,0.0
28686,12.0,1.0,10.0,19.0,2.07,0.0
28687,18.0,3032.0,607.0,107.0,0.83,0.0
28688,84.0,0.0,38.0,101.0,2.89,1.0
28689,45.0,1.0,9.0,5.0,2.85,1.0
28690,12.0,1.0,14.0,219.0,0.37,0.0
28691,29.0,1.0,19.0,213.0,1.31,1.0
28692,19.0,167.0,38.0,282.0,1.36,1.0
28693,2.0,1.0,19.0,477.0,2.58,0.0
28694,5.0,1.0,32.0,113.0,1.76,1.0
28695,18.0,1.0,18.0,121.0,0.81,0.0
28696,19.0,0.0,24.0,213.0,2.58,1.0
28697,50.0,0.0,0.0,213.0,2.84,1.0
28698,3.0,1.0,40.0,205.0,2.22,1.0
28699,3.0,1.0,25.0,489.0,1.37,0.0
28700,35.0,1.0,19.0,274.0,0.87,1.0
28701,29.0,1.0,19.0,343.0,0.96,1.0
28702,8.0,2.0,9.0,145.0,1.42,0.0
28703,3.0,1.0,10.0,489.0,2.65,1.0
28704,29.0,1.0,19.0,343.0,2.77,1.0
28705,10.0,1.0,19.0,317.0,1.61,1.0
28706,35.0,1.0,13.0,21.0,0.5,1.0
28707,25.0,1.0,37.0,259.0,2.34,0.0
28708,29.0,1.0,17.0,282.0,2.84,1.0
28709,12.0,1.0,19.0,328.0,1.68,0.0
28710,29.0,1.0,19.0,213.0,0.02,1.0
28711,21.0,1.0,49.0,489.0,2.49,1.0
28712,2.0,1.0,17.0,212.0,1.78,0.0
28713,3.0,1.0,8.0,280.0,2.95,0.0
28714,9.0,1.0,19.0,334.0,0.72,0.0
28715,1.0,1.0,13.0,134.0,0.98,0.0
28716,19.0,0.0,24.0,213.0,0.3,1.0
28717,1.0,1.0,13.0,137.0,2.03,0.0
28718,3.0,1.0,18.0,19.0,0.55,0.0
28719,14.0,1.0,19.0,379.0,2.79,0.0
28720,261.0,0.0,29.0,243.0,1.9,1.0
28721,14.0,1.0,37.0,134.0,0.81,0.0
28722,19.0,16.0,0.0,213.0,0.9,1.0
28723,35.0,1.0,17.0,21.0,2.52,1.0
28724,14.0,1.0,15.0,349.0,1.97,0.0
28725,26.0,1.0,13.0,121.0,0.71,0.0
28726,15.0,1.0,40.0,245.0,1.48,0.0
28727,10.0,1.0,7.0,113.0,0.57,1.0
28728,10.0,1.0,19.0,377.0,0.88,1.0
28729,35.0,1.0,19.0,274.0,1.34,1.0
28730,29.0,1.0,8.0,343.0,1.81,0.0
28731,45.0,1.0,9.0,465.0,0.8,1.0
28732,19.0,0.0,0.0,213.0,2.78,1.0
28733,9.0,1.0,13.0,489.0,1.55,1.0
28734,35.0,1.0,8.0,21.0,1.37,1.0
28735,19.0,290.0,29.0,333.0,0.55,1.0
28736,14.0,1.0,19.0,442.0,1.95,0.0
28737,29.0,1.0,22.0,343.0,0.62,1.0
28738,6.0,1.0,19.0,101.0,2.7,0.0
28739,10.0,1.0,47.0,113.0,1.65,1.0
28740,1.0,1.0,19.0,135.0,1.37,0.0
28741,3.0,1.0,19.0,280.0,2.52,0.0
28742,3.0,1.0,18.0,417.0,2.03,0.0
28743,18.0,1.0,6.0,376.0,0.62,0.0
28744,19.0,109.0,29.0,213.0,1.77,1.0
28745,19.0,96.0,50.0,213.0,1.18,1.0
28746,64.0,1.0,19.0,459.0,1.54,1.0
28747,3.0,1.0,36.0,280.0,0.37,0.0
28748,19.0,6.0,29.0,213.0,0.76,1.0
28749,2.0,1.0,18.0,237.0,0.55,0.0
28750,2.0,1.0,32.0,377.0,2.55,0.0
28751,12.0,1.0,6.0,340.0,2.92,0.0
28752,9.0,1.0,17.0,334.0,1.47,0.0
28753,37.0,1.0,16.0,21.0,1.89,1.0
28754,12.0,1.0,6.0,178.0,2.76,0.0
28755,5.0,1.0,32.0,113.0,0.48,1.0
28756,26.0,1.0,20.0,266.0,2.87,0.0
28757,12.0,1.0,18.0,409.0,2.31,0.0
28758,8.0,1.0,19.0,140.0,0.6,1.0
28759,10.0,1.0,11.0,113.0,2.78,1.0
28760,13.0,1.0,19.0,400.0,0.85,0.0
28761,43.0,1.0,17.0,330.0,1.47,1.0
28762,19.0,0.0,0.0,347.0,1.22,1.0
28763,71.0,2.0,19.0,3.0,0.72,1.0
28764,8.0,1.0,13.0,145.0,1.67,1.0
28765,1.0,1.0,19.0,134.0,2.7,0.0
28766,19.0,6.0,29.0,213.0,0.52,1.0
28767,36.0,1.0,25.0,373.0,2.69,0.0
28768,2.0,1.0,19.0,469.0,2.55,0.0
28769,12.0,2.0,13.0,178.0,2.35,0.0
28770,15.0,1.0,19.0,386.0,2.68,0.0
28771,35.0,1.0,10.0,274.0,0.68,1.0
28772,35.0,1.0,19.0,274.0,0.09,1.0
28773,10.0,1.0,47.0,113.0,2.71,1.0
28774,2.0,1.0,9.0,205.0,0.93,0.0
28775,45.0,1.0,61.0,419.0,1.8,1.0
28776,18.0,1.0,13.0,134.0,1.85,1.0
28777,2.0,1.0,9.0,237.0,1.53,0.0
28778,108.0,1.0,19.0,243.0,2.7,1.0
28779,3.0,1.0,19.0,452.0,2.35,0.0
28780,19.0,40.0,24.0,213.0,0.94,1.0
28781,10.0,1.0,19.0,317.0,0.67,1.0
28782,19.0,0.0,21.0,213.0,0.88,1.0
28783,9.0,1.0,15.0,466.0,2.46,0.0
28784,9.0,2.0,22.0,215.0,2.86,0.0
28785,19.0,0.0,21.0,213.0,2.9,1.0
28786,10.0,1.0,47.0,113.0,0.79,1.0
28787,12.0,1.0,18.0,259.0,0.06,0.0
28788,19.0,0.0,24.0,213.0,2.52,1.0
28789,19.0,0.0,38.0,210.0,2.75,1.0
28790,35.0,1.0,19.0,274.0,0.83,1.0
28791,9.0,1.0,13.0,334.0,2.47,0.0
28792,9.0,1.0,13.0,334.0,0.89,0.0
28793,2.0,1.0,22.0,122.0,2.66,0.0
28794,3.0,1.0,3.0,182.0,1.96,1.0
28795,1.0,1.0,22.0,135.0,2.32,0.0
28796,45.0,1.0,61.0,419.0,1.71,1.0
28797,15.0,1.0,10.0,265.0,2.97,0.0
28798,5.0,1.0,43.0,113.0,2.48,1.0
28799,12.0,1.0,10.0,135.0,3.0,0.0
28800,9.0,1.0,13.0,442.0,1.9,1.0
28801,19.0,0.0,24.0,347.0,2.6,1.0
28802,15.0,1.0,10.0,130.0,2.51,0.0
28803,29.0,1.0,13.0,101.0,2.0,1.0
28804,10.0,1.0,19.0,377.0,1.96,1.0
28805,3.0,1.0,23.0,211.0,2.65,0.0
28806,14.0,1.0,32.0,379.0,1.64,0.0
28807,5.0,1.0,30.0,113.0,2.56,1.0
28808,5.0,1.0,27.0,113.0,2.57,1.0
28809,3.0,1.0,13.0,317.0,1.66,0.0
28810,18.0,1.0,13.0,121.0,1.46,0.0
28811,35.0,1.0,25.0,274.0,2.47,1.0
28812,27.0,1.0,19.0,153.0,0.63,1.0
28813,12.0,1.0,18.0,481.0,1.83,0.0
28814,19.0,0.0,24.0,213.0,2.52,1.0
28815,19.0,6.0,29.0,213.0,2.74,1.0
28816,13.0,1.0,13.0,477.0,2.57,0.0
28817,45.0,1.0,4.0,419.0,1.83,1.0
28818,28.0,1.0,19.0,135.0,2.73,0.0
28819,8.0,1.0,13.0,145.0,2.59,1.0
28820,1.0,1.0,13.0,153.0,1.63,0.0
28821,3.0,1.0,15.0,130.0,1.73,0.0
28822,25.0,1.0,17.0,259.0,0.79,0.0
28823,15.0,1.0,19.0,140.0,1.25,0.0
28824,3.0,1.0,1.0,280.0,2.55,0.0
28825,19.0,0.0,0.0,333.0,2.42,1.0
28826,116.0,1.0,9.0,101.0,2.36,1.0
28827,5.0,1.0,32.0,113.0,2.59,1.0
28828,12.0,1.0,19.0,259.0,0.44,0.0
28829,14.0,1.0,25.0,442.0,1.14,0.0
28830,20.0,1.0,19.0,478.0,2.43,1.0
28831,29.0,1.0,13.0,343.0,2.61,1.0
28832,3.0,1.0,37.0,280.0,0.47,0.0
28833,10.0,1.0,13.0,317.0,0.53,1.0
28834,29.0,1.0,19.0,213.0,1.9,1.0
28835,19.0,0.0,24.0,213.0,1.33,1.0
28836,3.0,1.0,20.0,402.0,1.64,1.0
28837,19.0,25.0,24.0,213.0,2.96,1.0
28838,3.0,1.0,37.0,379.0,0.93,0.0
28839,19.0,50.0,0.0,213.0,1.24,1.0
28840,14.0,1.0,17.0,134.0,1.33,0.0
28841,1.0,1.0,19.0,153.0,2.93,0.0
28842,19.0,0.0,21.0,213.0,0.03,1.0
28843,19.0,0.0,21.0,213.0,0.97,1.0
28844,72.0,1.0,19.0,101.0,2.83,1.0
28845,55.0,1.0,19.0,453.0,1.43,0.0
28846,23.0,1.0,12.0,153.0,1.32,0.0
28847,10.0,1.0,19.0,317.0,1.51,1.0
28848,2.0,1.0,13.0,237.0,0.46,0.0
28849,72.0,1.0,8.0,101.0,1.76,1.0
28850,12.0,1.0,17.0,178.0,0.87,0.0
28851,18.0,1.0,19.0,107.0,1.86,1.0
28852,2.0,1.0,47.0,401.0,2.6,0.0
28853,2.0,1.0,15.0,205.0,1.55,0.0
28854,8.0,1.0,14.0,259.0,1.08,0.0
28855,14.0,1.0,13.0,379.0,1.41,0.0
28856,83.0,169.0,29.0,320.0,2.51,1.0
28857,9.0,1.0,19.0,466.0,2.04,1.0
28858,5.0,1.0,43.0,113.0,0.6,1.0
28859,15.0,1.0,25.0,386.0,1.99,0.0
28860,19.0,16.0,0.0,213.0,1.8,1.0
28861,28.0,1.0,11.0,135.0,2.76,0.0
28862,8.0,1.0,17.0,145.0,2.67,1.0
28863,3.0,1.0,13.0,280.0,0.5,0.0
28864,9.0,1.0,19.0,215.0,2.57,0.0
28865,6.0,1.0,25.0,459.0,1.57,0.0
28866,19.0,0.0,29.0,213.0,2.51,1.0
28867,15.0,1.0,13.0,412.0,1.81,0.0
28868,29.0,1.0,13.0,213.0,0.89,1.0
28869,8.0,1.0,13.0,145.0,0.39,0.0
28870,19.0,0.0,0.0,347.0,0.85,1.0
28871,35.0,1.0,13.0,21.0,0.87,1.0
28872,18.0,3032.0,607.0,107.0,0.67,0.0
28873,9.0,1.0,13.0,334.0,1.38,1.0
28874,2.0,1.0,19.0,469.0,1.5,0.0
28875,72.0,1.0,58.0,101.0,0.85,1.0
28876,23.0,1.0,32.0,153.0,2.49,0.0
28877,14.0,1.0,10.0,489.0,2.59,0.0
28878,9.0,1.0,4.0,127.0,2.9,0.0
28879,19.0,210.0,24.0,213.0,2.75,1.0
28880,5.0,1.0,43.0,113.0,1.76,1.0
28881,3.0,2.0,34.0,402.0,2.2,0.0
28882,3.0,1.0,11.0,424.0,0.5,0.0
28883,5.0,1.0,20.0,113.0,2.0,1.0
28884,6.0,1.0,6.0,459.0,1.85,0.0
28885,12.0,1.0,17.0,178.0,1.84,0.0
28886,9.0,1.0,18.0,134.0,2.99,1.0
28887,14.0,1.0,19.0,134.0,0.54,0.0
28888,18.0,1.0,13.0,121.0,2.31,0.0
28889,18.0,1.0,19.0,439.0,1.88,0.0
28890,2.0,1.0,10.0,122.0,1.12,0.0
28891,18.0,1.0,23.0,107.0,0.5,1.0
28892,19.0,0.0,50.0,213.0,2.47,1.0
28893,3.0,1.0,13.0,205.0,0.36,0.0
28894,12.0,1.0,2.0,265.0,1.95,0.0
28895,45.0,1.0,4.0,465.0,1.56,1.0
28896,3.0,1.0,13.0,211.0,1.76,1.0
28897,3.0,1.0,10.0,137.0,1.34,0.0
28898,103.0,1.0,22.0,213.0,0.09,1.0
28899,19.0,50.0,0.0,333.0,3.01,1.0
28900,39.0,1.0,19.0,213.0,0.61,1.0
28901,35.0,1.0,13.0,274.0,1.38,1.0
28902,39.0,1.0,17.0,213.0,2.66,1.0
28903,3.0,1.0,19.0,19.0,1.6,0.0
28904,35.0,1.0,19.0,274.0,0.45,1.0
28905,55.0,1.0,3.0,101.0,2.5,1.0
28906,19.0,0.0,29.0,213.0,1.64,1.0
28907,5.0,1.0,11.0,113.0,0.84,1.0
28908,15.0,1.0,8.0,111.0,2.76,0.0
28909,14.0,1.0,40.0,379.0,1.76,0.0
28910,18.0,1.0,16.0,121.0,0.07,0.0
28911,9.0,1.0,17.0,232.0,1.94,0.0
28912,2.0,1.0,22.0,477.0,0.51,0.0
28913,18.0,1.0,18.0,107.0,1.58,0.0
28914,19.0,0.0,21.0,213.0,1.84,1.0
28915,11.0,1.0,9.0,219.0,2.93,1.0
28916,29.0,1.0,19.0,343.0,2.04,1.0
28917,10.0,1.0,19.0,317.0,0.55,1.0
28918,15.0,1.0,22.0,278.0,1.92,0.0
28919,9.0,1.0,22.0,334.0,1.71,1.0
28920,9.0,1.0,19.0,466.0,2.8,1.0
28921,35.0,1.0,12.0,21.0,1.39,1.0
28922,14.0,1.0,19.0,401.0,1.4,0.0
28923,3.0,1.0,13.0,280.0,1.76,0.0
28924,3.0,1.0,22.0,280.0,2.37,0.0
28925,3.0,1.0,1.0,280.0,0.51,0.0
28926,5.0,1.0,43.0,113.0,3.01,1.0
28927,2.0,1.0,27.0,377.0,0.85,0.0
28928,35.0,1.0,18.0,274.0,1.5,1.0
28929,3.0,1.0,19.0,280.0,2.96,0.0
28930,18.0,1.0,10.0,107.0,2.68,0.0
28931,9.0,1.0,13.0,127.0,2.79,1.0
28932,64.0,1.0,20.0,459.0,1.0,0.0
28933,8.0,1.0,13.0,145.0,0.37,1.0
28934,12.0,1.0,16.0,178.0,1.93,0.0
28935,3.0,1.0,13.0,417.0,0.59,0.0
28936,3.0,1.0,41.0,211.0,2.72,0.0
28937,6.0,1.0,10.0,459.0,0.53,0.0
28938,2.0,1.0,13.0,401.0,1.43,0.0
28939,3.0,1.0,19.0,421.0,2.95,0.0
28940,19.0,363.0,24.0,213.0,2.57,1.0
28941,12.0,1.0,6.0,259.0,2.36,0.0
28942,21.0,1.0,18.0,232.0,3.01,0.0
28943,13.0,1.0,13.0,477.0,1.81,0.0
28944,18.0,1.0,13.0,134.0,1.75,0.0
28945,7.0,1.0,8.0,101.0,2.64,0.0
28946,2.0,1.0,13.0,219.0,1.36,0.0
28947,1.0,1.0,47.0,135.0,1.66,0.0
28948,84.0,0.0,866.0,101.0,2.7,1.0
28949,12.0,1.0,32.0,265.0,1.51,0.0
28950,14.0,1.0,20.0,463.0,0.11,0.0
28951,35.0,1.0,19.0,274.0,2.84,1.0
28952,3.0,1.0,32.0,417.0,0.79,0.0
